name,publisher,release_date,avg_playtime,price,positive_reviews,negative_reviews
ArcheAge: Unchained, Kakao Games Europe B.V.,10/17/2019,13370,$0,2.02K,1.8K
Sinking Simulator,Pac0master,10/23/2019,54,$0.99,3.34K,555
Richman10,SOFTSTAR ENTERTAINMENT,10/24/2019,649,$13.99,7.04K,6.54K
Grimm's Hollow,ghosthunter,10/30/2019,0,$0,11.99K,161
Planet Zoo,Frontier Developments,11/05/2019,4860,$44.99,67.9K,6.86K
Kritika:REBOOT,"ALLM Co., Ltd.",11/11/2019,110,$0,3.53K,1.1K
Age of Empires II: Definitive Edition,Xbox Game Studios,11/14/2019,688,$19.99,128.79K,7K
STAR WARS Jedi: Fallen Order,Electronic Arts,11/14/2019,584,$39.99,119.77K,14.7K
Terminator: Resistance,Reef Entertainment,11/14/2019,125,$39.99,11.53K,960
Football Manager 2020,SEGA,11/19/2019,7970,$0,28.35K,3.42K
Sniper Ghost Warrior Contracts,CI Games,11/22/2019,650,$29.99,8.01K,2.85K
Stay Out,MOBITECH LLC,11/27/2019,33,$0,11.58K,7.75K
妄想破绽 Broken Delusion,bilibili,11/27/2019,0,$6.99,2.47K,1.52K
SD GUNDAM G GENERATION CROSS RAYS,BANDAI NAMCO Entertainment,11/27/2019,5916,$59.99,6.11K,1.02K
Halo: The Master Chief Collection,Xbox Game Studios,12/03/2019,565,$39.99,200.92K,16.17K
Paunch,Kozhakov,12/04/2019,31,$0,9.54K,1.11K
Day of Dragons,Beawesome Games,12/04/2019,0,$19.99,4.09K,1.51K
Red Dead Redemption 2,Rockstar Games,12/05/2019,1928,$59.99,459.75K,45.02K
Darksiders Genesis,THQ Nordic,12/05/2019,298,$29.99,9.26K,1.88K
Ylands,Bohemia Interactive,12/05/2019,24,$0,4.62K,2.82K
Last Year,Undaunted Games,12/09/2019,159,$0,5.71K,3.61K
BONEWORKS,Stress Level Zero,12/10/2019,210,$29.99,31.58K,2.66K
Hurtworld,Bankroll Studios,12/10/2019,373,$24.99,23.77K,7.4K
Pool 2D - Poolians,ThankGame.com,12/10/2019,0,$0,6.44K,913
Transport Fever 2,Good Shepherd Entertainment,12/11/2019,1121,$39.99,20.32K,2.34K
Hand Simulator: Survival,HFM Games,12/17/2019,38,$1.99,8.58K,1.34K
Ironsight,Aeria Games,12/18/2019,57,$0,4.26K,1.17K
Project Torque - Free 2 Play MMO Racing Game,JOGARA LTD,12/20/2019,13,$0,1.26K,467
New Frontier,Free Reign Entertainment,12/27/2019,206,$0,1.85K,1.89K
港詭實錄ParanormalHK,Ghostpie Studio,01/06/2020,187,$12.99,13.8K,1.42K
Darwin Project,Scavengers Studio,01/13/2020,42,$0,15.04K,3.44K
ROMANCE OF THE THREE KINGDOMS XIV,"KOEI TECMO GAMES CO., LTD.",01/15/2020,8881,$59.99,8.35K,5.4K
DRAGON BALL Z: KAKAROT,Bandai Namco Entertainment Inc.,01/16/2020,1078,$59.99,42.33K,3.09K
The Walking Dead: Saints & Sinners,Skydance Interactive,01/23/2020,313,$39.99,7.81K,1.05K
Stoneshard,HypeTrain Digital,02/06/2020,1102,$24.99,18.73K,6.19K
Wolcen: Lords of Mayhem,WOLCEN Studio,02/13/2020,1357,$39.99,37.65K,29.06K
Metro Exodus,Deep Silver,02/14/2020,547,$29.99,88.62K,10.67K
Besiege,Spiderling Studios,02/18/2020,436,$14.99,44.24K,2.06K
RISK: Global Domination,SMG Studio,02/19/2020,329,$0,27.48K,6.31K
The Test,Randumb Studios,02/24/2020,73,$1.99,18.47K,531
Builders of Egypt: Prologue,Strategy Labs,03/02/2020,0,$0,2.91K,1.07K
Holdfast: Nations At War,Anvil Game Studios,03/05/2020,339,$19.99,20.89K,2.31K
Black Mesa,Crowbar Collective,03/06/2020,556,$19.99,101.62K,4.88K
POLYGON: Multiplayer Shooter,Redaster Studio,03/06/2020,48,$0,19.28K,6.76K
"Yes, Your Grace",No More Robots,03/06/2020,206,$19.99,7.45K,1.2K
Avorion,Boxelware,03/09/2020,2927,$24.99,11.04K,1.18K
Ori and the Will of the Wisps,Xbox Game Studios,03/10/2020,767,$29.99,116.58K,4.1K
DJMAX RESPECT V,NEOWIZ,03/11/2020,650,$49.99,21.41K,2.86K
Borderlands 3,2K,03/13/2020,1493,$59.99,107.22K,18.97K
State of Decay 2: Juggernaut Edition,Xbox Game Studios,03/13/2020,844,$29.99,41.44K,8.82K
DOOM Eternal,Bethesda Softworks,03/19/2020,456,$39.99,165.67K,16.43K
Resident Evil 3: Raccoon City Demo,"CAPCOM Co., Ltd.",03/19/2020,0,$0,9.03K,1.06K
Half-Life: Alyx,Valve,03/23/2020,315,$59.99,83.61K,1.37K
Grand Theft Auto IV: The Complete Edition,Rockstar Games,03/24/2020,758,$19.99,115.13K,27.36K
Rakion Chaos Force,"Neosonyx Co., Ltd.",03/24/2020,1159,$0,2.02K,1.27K
Idle Champions of the Forgotten Realms,Codename Entertainment Inc.,03/25/2020,60,$0,10.26K,2.87K
Bright Memory,FYQD-Studio,03/25/2020,69,$7.99,29.36K,2.83K
ONE PIECE: PIRATE WARRIORS 4,BANDAI NAMCO Entertainment,03/26/2020,1010,$39.99,15.05K,1.32K
Last Oasis,Donkey Crew,03/26/2020,6133,$29.99,14.7K,8.97K
Resident Evil 3,"CAPCOM Co., Ltd.",04/02/2020,531,$39.99,61.84K,14.92K
Fallout 76,Bethesda Softworks,04/14/2020,967,$39.99,68.06K,25.74K
OVR Advanced Settings,OVRAS Team,04/14/2020,12635,$0,3.06K,129
Deadside,Bad Pixel,04/14/2020,1116,$19.99,24.73K,7.22K
KARDS - The WWII Card Game,1939 Games,04/15/2020,143,$0,22.38K,6.04K
Drug Dealer Simulator,Movie Games S.A.,04/16/2020,509,$19.99,14.96K,2.15K
XCOM: Chimera Squad,2K,04/23/2020,586,$19.99,15.51K,5.96K
Cloudpunk,ION LANDS,04/23/2020,183,$19.99,11.52K,1.5K
Iratus: Lord of the Dead,Daedalic Entertainment,04/23/2020,883,$29.99,6.07K,982
She Will Punish Them,L2 Games,04/29/2020,178,$15.99,11.43K,954
Streets of Rage 4,Dotemu,04/30/2020,237,$24.99,14.98K,1.19K
YoloMouse,Dragonrise Games,05/01/2020,26965,$3.99,1.39K,91
Shop Titans,"Kabam Games, Inc.",05/05/2020,100,$0,11.49K,3.2K
ANARCHY,NewProjekt,05/07/2020,0,$0,18,6
Hydroneer,Foulball Hangover,05/08/2020,1311,$14.99,16.79K,2.42K
Helltaker,vanripper,05/11/2020,73,$0,113.17K,2.48K
Smart Game Booster,Smart Game Booster,05/11/2020,121,$0,1.16K,335
Deep Rock Galactic,Coffee Stain Publishing,05/13/2020,797,$29.99,256.7K,7.69K
PrprLive,1-reality,05/14/2020,230,$0,945,422
Golf With Your Friends,Team17,05/19/2020,385,$14.99,53.54K,6.88K
GWENT: The Witcher Card Game,CD PROJEKT RED,05/19/2020,84,$0,22.52K,4.97K
Mafia II: Definitive Edition,2K,05/19/2020,238,$29.99,15.19K,6.17K
Mafia III: Definitive Edition,2K,05/19/2020,617,$29.99,27.76K,20.8K
Crucible Beta,Amazon Games,05/20/2020,51,$0,4.69K,6.21K
Total Tank Simulator,505 Games,05/20/2020,171,$19.99,5.49K,1.5K
Shadow Arena,Pearl Abyss,05/21/2020,40,$0,3.09K,2.43K
Monster Train,Good Shepherd Entertainment,05/21/2020,982,$24.99,18.47K,733
ShellShock Live,kChamp Games,05/22/2020,902,$9.99,31.2K,2.22K
Pixel Strike 3D,Vulcron,05/29/2020,38,$0,8.66K,2.94K
Sea of Thieves 2023 Edition,Xbox Game Studios,06/03/2020,1687,$39.99,277.57K,30.89K
Need for Speed Heat,Electronic Arts,06/04/2020,662,$69.99,82.28K,16.55K
Plants vs. Zombies: Battle for Neighborville,Electronic Arts,06/04/2020,236,$39.99,9.76K,3.81K
Mirror's Edge Catalyst,Electronic Arts,06/04/2020,316,$19.99,10.72K,2.17K
Crysis 3,Electronic Arts,06/04/2020,173,$0,4.58K,777
Need for Speed,Electronic Arts,06/04/2020,806,$29.99,11.57K,4.74K
Dragon Age Inquisition,Electronic Arts,06/04/2020,597,$39.99,10.89K,3.65K
Dragon Age II: Ultimate Edition,Electronic Arts,06/04/2020,1037,$29.99,3.36K,811
Need for Speed Rivals,Electronic Arts,06/04/2020,221,$19.99,4.62K,1.54K
Command & Conquer Remastered Collection,Electronic Arts,06/05/2020,197,$19.99,26.97K,2.83K
Satisfactory,Coffee Stain Publishing,06/08/2020,1446,$29.99,144.49K,4.37K
Battlefield 1,Electronic Arts,06/11/2020,666,$39.99,116.24K,18.19K
STAR WARS Battlefront II,Electronic Arts,06/11/2020,715,$39.99,46.28K,6.62K
Mass Effect: Andromeda Deluxe Edition,Electronic Arts,06/11/2020,1121,$39.99,10.21K,3.26K
Battlefield 4,Electronic Arts,06/11/2020,498,$39.99,49.66K,7.55K
STAR WARS Battlefront,Electronic Arts,06/11/2020,197,$19.99,3.31K,914
Battlefield 3,Electronic Arts,06/11/2020,256,$39.99,6.62K,3.05K
Journey,Annapurna Interactive,06/11/2020,191,$14.99,25.44K,1.43K
Mass Effect 3 N7 Digital Deluxe Edition (2012),Electronic Arts,06/11/2020,1331,$29.99,1.65K,596
Persona 4 Golden,SEGA,06/13/2020,2471,$19.99,63.57K,1.91K
Summer Memories,Kagura Games,06/14/2020,365,$19.99,12.04K,882
Desperados III,THQ Nordic,06/16/2020,971,$39.99,12.22K,415
The Sims 4,Electronic Arts,06/18/2020,257,$0,106.14K,15.12K
Titanfall 2,Electronic Arts,06/18/2020,330,$29.99,192.52K,10.04K
Detroit: Become Human,Quantic Dream,06/18/2020,741,$39.99,94.51K,5.36K
A Way Out,Electronic Arts,06/18/2020,384,$29.99,47.81K,7.07K
Need for Speed Payback,Electronic Arts,06/18/2020,388,$29.99,19.37K,3.15K
Outer Wilds,Annapurna Interactive,06/18/2020,639,$24.99,55.17K,2.56K
Cyber Hunter,NetEase Games,06/18/2020,128,$0,7.8K,2.97K
Need for Speed Most Wanted,Electronic Arts,06/18/2020,236,$19.99,11.89K,3.43K
Beyond: Two Souls,Quantic Dream,06/18/2020,500,$19.99,17.05K,2.2K
Heavy Rain,Quantic Dream,06/18/2020,128,$19.99,9.13K,1.84K
Dead Space 3,Electronic Arts,06/18/2020,843,$19.99,7.74K,2.56K
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,THQ Nordic,06/23/2020,189,$29.99,14.2K,862
Wobbly Life,RubberBandGames,07/08/2020,471,$16.99,16.52K,501
Ninja Kiwi Archive,Ninja Kiwi,07/08/2020,48,$0,4.45K,300
The Wind Road,Phoenix Games,07/09/2020,570,$29.99,4.55K,2.08K
F1 2020,Codemasters,07/09/2020,1549,$0,37.49K,2.57K
Soda Dungeon 2,Armor Games Studios,07/09/2020,201,$0,4.74K,273
Devolverland Expo,Devolver Digital,07/11/2020,36,$0,5.08K,608
Neon Abyss,Team17,07/14/2020,505,$19.99,18.78K,2.78K
3on3 FreeStyle: Rebound,Joycity,07/14/2020,110,$0,1.79K,1.01K
SUPERHOT: MIND CONTROL DELETE,SUPERHOT Team,07/16/2020,203,$24.99,9.21K,1.66K
STAR WARS: The Old Republic,Electronic Arts,07/21/2020,343,$0,51.42K,5.78K
5D Chess With Multiverse Time Travel,Conor Petersen,07/22/2020,66,$11.99,6.55K,200
Hello Neighbor 2 Alpha 1.5,tinyBuild,07/23/2020,138,$0,4.75K,781
CARRION,Devolver Digital,07/23/2020,132,$19.99,20.37K,1.2K
Skater XL - The Ultimate Skateboarding Game,Easy Day Studios Pty Ltd,07/28/2020,1475,$39.99,16.16K,2.61K
Destroy All Humans!,THQ Nordic,07/28/2020,148,$29.99,8.93K,706
Travellers Rest,Isolated Games,07/28/2020,394,$14.99,6.92K,687
Fall Guys: Ultimate Knockout,,08/03/2020,1102,$0,387.79K,89.19K
The Battle of Polytopia,Midjiwan AB,08/04/2020,179,$14.99,3.73K,224
Phantasy Star Online 2,SEGA,08/05/2020,301,$0,16.02K,6.49K
Empyrion - Galactic Survival,Eleon Game Studios,08/05/2020,1703,$19.99,24.88K,5.88K
Post Void,YCJY Games,08/06/2020,96,$2.99,8.81K,243
There Is No Game: Wrong Dimension,Draw Me A Pixel,08/06/2020,279,$12.99,20.06K,431
The Henry Stickmin Collection,Innersloth,08/07/2020,240,$14.99,40.84K,563
Horizon Zero Dawn Complete Edition,PlayStation PC LLC,08/07/2020,613,$49.99,92.9K,12.81K
Risk of Rain 2,Gearbox Publishing,08/11/2020,1305,$24.99,248.16K,9.59K
Zero Hour,Attrito,08/12/2020,247,$11.99,21.7K,5.31K
Angel Legion,Shanghai SilverMoon Network Technology Co.Ltd,08/14/2020,16753,$0,6.53K,948
Microsoft Flight Simulator 40th Anniversary Edition,Xbox Game Studios,08/17/2020,1654,$59.99,41.63K,11.51K
Crosshair X,CenterPoint Gaming,08/17/2020,4945,$7.99,10.34K,942
BLEACH Brave Souls,KLab Inc.,08/17/2020,584,$0,8.41K,1.1K
DDraceNetwork,DDNet Team,08/17/2020,0,$0,12.88K,944
Spiritfarer: Farewell Edition,Thunder Lotus Games,08/18/2020,533,$29.99,33.75K,1.54K
Train Sim World 2,Dovetail Games - TSW,08/20/2020,681,$19.99,6.43K,1.46K
Chronicon,Subworld,08/21/2020,2731,$13.99,8.32K,465
Control Ultimate Edition,505 Games,08/27/2020,592,$39.99,36.27K,5.09K
Tell Me Why,Xbox Game Studios ,08/27/2020,229,$19.99,9.19K,1.79K
Immortal Realms: Vampire Wars,Kalypso Media,08/28/2020,0,$29.99,315,193
Iron Harvest,Prime Matter,08/31/2020,431,$29.99,9.78K,3.71K
Crusader Kings III,Paradox Interactive,09/01/2020,2322,$49.99,92.17K,8.02K
ULTRAKILL,New Blood Interactive,09/03/2020,706,$24.99,85.39K,1.66K
DEEMO -Reborn-,Rayark International Limited,09/03/2020,1721,$24.99,2.71K,403
NBA 2K21,2K,09/04/2020,5087,$0,16.31K,22.94K
Craftopia,Pocketpair,09/04/2020,425,$24.99,14.77K,4.16K
Marvel's Avengers - The Definitive Edition,Crystal Dynamics,09/04/2020,386,$0,21.91K,10.87K
Escape Room - Der kranke Kollege,Bitbeast Games,09/05/2020,59,$0,8.59K,1.46K
Kingdoms of Amalur: Re-Reckoning,THQ Nordic,09/08/2020,695,$39.99,4.53K,1.48K
eFootball PES 2021 SEASON UPDATE,Konami Digital Entertainment,09/15/2020,170,$0,28.72K,8.68K
BPM: BULLETS PER MINUTE,Awe Interactive,09/15/2020,491,$19.99,9.31K,906
Hades,Supergiant Games,09/17/2020,1239,$24.99,236.64K,3.67K
Stormworks: Build and Rescue,Geometa,09/17/2020,2151,$24.99,38.69K,4.48K
The Dungeon Of Naheulbeuk: The Amulet Of Chaos,Dear Villagers,09/17/2020,408,$34.99,5.92K,824
Phasmophobia,Kinetic Games,09/18/2020,567,$13.99,612.47K,25.01K
Squad,Offworld Industries,09/23/2020,808,$49.99,131.52K,29.17K
Unrailed!,Daedalic Entertainment,09/23/2020,220,$19.99,15.85K,1.14K
Untitled Goose Game,Panic,09/23/2020,109,$19.99,16.06K,720
Mafia: Definitive Edition,2K,09/24/2020,615,$39.99,57.37K,8.35K
Serious Sam 4,Devolver Digital,09/24/2020,693,$39.99,11.69K,2.37K
Spelunky 2,Mossmouth,09/29/2020,474,$19.99,16.77K,1.23K
Mist of the Undead,Hayden ,09/29/2020,0,$0,14,17
Mr.Mine,Playsaurus,09/30/2020,598,$0,13.23K,1.11K
STAR WARS: Squadrons,Electronic Arts,10/01/2020,220,$39.99,16.76K,8.1K
Action Taimanin,Infini-Brain inc.,10/05/2020,291,$0,14.18K,2.79K
Warrior Beneath Heaven,Keyue Game Studio,10/06/2020,0,$1.99,5,2
EA SPORTS FIFA 21,Electronic Arts,10/08/2020,4742,$0,43.45K,13.54K
RIDE 4,Milestone S.r.l.,10/08/2020,1972,$39.99,8.05K,1.81K
Torchlight III,Gearbox Publishing,10/13/2020,728,$39.99,5.1K,5.81K
RuneScape ,Jagex Ltd,10/14/2020,31,$0,19K,3.61K
Partisans 1941,Daedalic Entertainment,10/14/2020,675,$29.99,5.9K,1.23K
Noita,Nolla Games,10/15/2020,740,$19.99,56.99K,2.78K
Age of Empires III: Definitive Edition,Xbox Game Studios,10/15/2020,383,$0,32.57K,6.46K
Kingdom Rush Vengeance - Tower Defense,Ironhide Game Studio,10/15/2020,1394,$19.99,7.06K,364
Temple of Apshai Trilogy,Pixel Games UK,10/19/2020,0,$3.99,5,4
Scribble It!,Detach Entertainment,10/20/2020,79,$0,6.11K,995
Blood of Steel,YC Games,10/20/2020,1818,$0,4.94K,1.56K
Amnesia: Rebirth,Frictional Games,10/20/2020,374,$29.99,5.85K,1.8K
DOOM Eternal: The Ancient Gods - Part One,Bethesda Softworks,10/20/2020,0,$19.99,3.81K,1.6K
Battlefield V,Electronic Arts,10/22/2020,598,$49.99,128.89K,53.6K
Witch It,Barrel Roll Games,10/22/2020,160,$19.99,15.72K,2K
The Outer Worlds,Private Division,10/23/2020,916,$29.99,20.28K,3.9K
Pumpkin Jack,Headup Publishing,10/23/2020,76,$29.99,5.5K,476
Ghostrunner,505 Games,10/27/2020,154,$29.99,51.91K,4.77K
Strobophagia | Rave Horror,Green Tile Digital,10/28/2020,0,$19.99,56,14
Maniac Path,Laush Studio,10/29/2020,0,$2.99,6,4
The Walking Dead: The Telltale Definitive Series,Skybound Games,10/29/2020,1119,$49.99,15.15K,569
Due Process,Giant Enemy Crab,11/03/2020,682,$14.99,4.94K,1.19K
Apex Legends,Electronic Arts,11/04/2020,557,$0,612.16K,159.34K
Superliminal,Pillow Castle,11/05/2020,191,$19.99,23.6K,1.33K
Need for Speed Hot Pursuit Remastered,Electronic Arts,11/06/2020,333,$29.99,6.27K,1.53K
XIII,Microids,11/10/2020,221,$19.99,361,817
SNOW - The Ultimate Edition,Crytek,11/11/2020,45,$14.99,7.82K,4.24K
Heroes of the Three Kingdoms 7,"USERJOY Technology Co.,Ltd.",11/12/2020,1402,$6.99,2.02K,452
I'm on Observation Duty 3,Notovia,11/13/2020,0,$2.99,182,47
Football Manager 2021,SEGA,11/24/2020,12070,$0,22.28K,1.56K
Amazing Cultivation Simulator,Gamera Games,11/24/2020,1656,$24.99,18.74K,2.83K
Red Dead Online,Rockstar Games,12/01/2020,842,$19.99,49.92K,9.46K
Project Wingman,Sector D2,12/01/2020,422,$24.99,14.21K,967
Leaf Blower Revolution - Idle Game,Humble North,12/04/2020,809,$0,20.45K,1.12K
Suzerain,Fellow Traveller,12/04/2020,524,$19.99,5.48K,395
Cyberpunk 2077,CD PROJEKT RED,12/09/2020,3170,$59.99,560.96K,133.42K
TheDawn,LIMITED,12/11/2020,0,$0,7.77K,578
Spellbreak,"Proletariat, Inc.",12/15/2020,75,$0,11.96K,1.92K
Ring of Fire: Prologue,Far Few Giants,12/15/2020,0,$0,13,2
Soccer Manager 2021,Invincibles Studio Ltd,12/16/2020,149,$0,1.5K,533
VRoid Studio v0.13.1,pixiv Inc.,12/23/2020,37,$0,3.25K,180
OMORI,"OMOCAT, LLC",12/25/2020,971,$16.79,61.6K,1.5K
Saving Grace,Ironmonger Games,01/02/2021,0,$1.99,26,2
Kingdom Heroes 8,"USERJOY Technology Co.,Ltd.",01/12/2021,1215,$29.99,7.61K,6.45K
Dyson Sphere Program,Gamera Games,01/20/2021,1461,$19.99,73.31K,1.67K
Skul: The Hero Slayer,NEOWIZ,01/20/2021,1029,$19.99,43.61K,3.16K
SuchArt: Creative Space,HypeTrain Digital,01/21/2021,61,$0,6.4K,128
DEVOUR,Straight Back Games,01/28/2021,212,$4.99,63.15K,5.74K
Yakuza 3 Remastered,SEGA,01/28/2021,1644,$19.99,5.23K,1.24K
Journey To The Savage Planet,505 Games,01/28/2021,613,$29.99,4.54K,614
Krunker,FRVR,02/01/2021,167,$0,19.15K,4.98K
Valheim,Coffee Stain Publishing,02/02/2021,12991,$19.99,408.72K,22.12K
Cyber Manhunt,Aluba Studio,02/02/2021,632,$9.99,12.18K,763
Firework,Gamera Games,02/03/2021,220,$9.99,35.72K,730
Nioh 2 – The Complete Edition,"KOEI TECMO GAMES CO., LTD.",02/05/2021,3237,$49.99,33.73K,4.4K
Mission Z,Softwaves Dist.,02/05/2021,0,$14.99,14,7
Little Nightmares II,BANDAI NAMCO Entertainment,02/10/2021,491,$29.99,29.88K,1.79K
极限求生,陈 世杰,02/10/2021,0,$0,8,9
Tales from the Borderlands,2K,02/16/2021,723,$19.99,16.06K,810
Zombie Army 4: Dead War,Rebellion,02/18/2021,453,$49.99,5.83K,1.01K
Royal Crown,LINE Games Corporation,02/23/2021,82,$0,2.22K,1K
Old School RuneScape,Jagex Ltd,02/24/2021,35,$0,13.33K,1.39K
League of Maidens,Maiden Gaming Inc.,02/25/2021,141,$0,3.27K,2.74K
Breathedge,HypeTrain Digital,02/25/2021,294,$24.99,11.2K,2.3K
Rhythm Doctor,7th Beat Games,02/26/2021,275,$15.99,18.56K,290
Minicraft Shooter,Boom Team,02/26/2021,0,$0.99,2,8
Loop Hero,Devolver Digital,03/04/2021,1145,$14.99,29.97K,2.16K
Airport CEO,Apog Labs,03/04/2021,1221,$24.99,5.71K,1.07K
Forza Horizon 4,Xbox Game Studios,03/09/2021,968,$59.99,182K,21.52K
Draw & Guess,Acureus,03/12/2021,221,$2.99,25.8K,4.75K
VTube Studio,DenchiSoft,03/12/2021,17,$0,3.48K,295
It Takes Two,Electronic Arts,03/25/2021,865,$39.99,138.34K,6.88K
Home Sweet Home : Survive,Shift Now,03/25/2021,370,$0,4.64K,3.71K
Record of Lodoss War-Deedlit in Wonder Labyrinth-, WSS playground,03/27/2021,354,$19.99,5.4K,382
Evil Genius 2: World Domination,Rebellion,03/30/2021,1843,$39.99,7.38K,3.55K
Totally Accurate Battle Simulator,Landfall,04/01/2021,698,$19.99,113.24K,2.47K
OUTRIDERS,Square Enix,04/01/2021,1016,$39.99,39.15K,20.13K
OpenTTD,OpenTTD,04/01/2021,0,$0,10.44K,431
ROUNDS,Landfall,04/01/2021,669,$5.99,22.56K,1.1K
Legends of IdleOn - Idle MMO,Lavaflame2,04/02/2021,70,$0,11.81K,3.39K
CosmicBreak Universal,"CyberStep, Inc.",04/06/2021,645,$0,699,532
Hired Ops,,04/13/2021,35,$0,9.68K,4.78K
Torque Drift,Grease Monkey Games,04/20/2021,97,$0,7.74K,2.45K
NieR Replicant ver.1.22474487139...,Square Enix,04/23/2021,1824,$59.99,19.53K,2.61K
World of Tanks,Wargaming Group Limited,04/28/2021,75,$0,60.83K,10.43K
Total War: ROME REMASTERED,SEGA,04/29/2021,1419,$29.99,7.38K,2.54K
Resident Evil Village,"CAPCOM Co., Ltd.",05/06/2021,988,$39.99,96.31K,4.22K
PICO PARK,TECOPARK,05/07/2021,134,$4.99,20.71K,2.1K
Hood: Outlaws & Legends,Focus Entertainment,05/10/2021,292,$19.99,3.71K,3.95K
Soulworker,"Lion Games Co., Ltd.",05/12/2021,240,$0,7.28K,2.66K
Subnautica: Below Zero,Unknown Worlds Entertainment,05/13/2021,1026,$29.99,75.75K,7.36K
Mass Effect Legendary Edition,Electronic Arts,05/14/2021,1783,$59.99,37.8K,3.58K
Days Gone,PlayStation PC LLC,05/17/2021,852,$49.99,67.05K,5.11K
SnowRunner,Focus Entertainment,05/17/2021,950,$29.99,26.14K,3.09K
Knockout City,Velan Studios,05/21/2021,356,$0,7.1K,1.23K
Capcom Arcade Stadium,"CAPCOM Co., Ltd.",05/24/2021,97,$0,2.04K,1.75K
Maneater,Tripwire Interactive,05/25/2021,450,$39.99,11.68K,1.43K
Solasta: Crown of the Magister,Tactical Adventures,05/27/2021,825,$29.99,15.97K,2.27K
Going Medieval,The Irregular Corporation,06/01/2021,1115,$24.99,14.37K,1.57K
Griftlands,Klei Entertainment,06/01/2021,567,$19.99,12.43K,743
Sabre Team,Ziggurat,06/04/2021,0,$6.99,1,2
Sniper Ghost Warrior Contracts 2,CI Games,06/04/2021,621,$39.99,8.02K,1.46K
Tails Noir,Raw Fury,06/08/2021,0,$24.99,1.67K,847
GUILTY GEAR -STRIVE-,Arc System Works,06/11/2021,1690,$39.99,39.96K,3.88K
Call to Arms - Gates of Hell: Ostfront,Digitalmindsoft,06/11/2021,507,$34.99,10.41K,2.21K
Cruelty Squad,Consumer Softproducts,06/15/2021,854,$19.99,14.16K,452
Wildermyth,Worldwalker Games LLC,06/15/2021,1211,$24.99,15.07K,779
ENDER LILIES: Quietus of the Knights,Binary Haze Interactive,06/21/2021,546,$24.99,28.16K,1.67K
Olympic Games Tokyo 2020 – The Official Video Game,SEGA,06/21/2021,941,$39.99,1.21K,1.37K
SCARLET NEXUS,BANDAI NAMCO Entertainment,06/24/2021,1268,$59.99,12.37K,2.56K
Retro Run,lilleBror Media,06/30/2021,0,$1.99,4,1
Doki Doki Literature Club Plus!,Serenity Forge,06/30/2021,923,$14.99,21.58K,725
Eastern Exorcist,bilibili,07/07/2021,366,$17.99,5.33K,953
Monster Hunter Stories 2: Wings of Ruin,"CAPCOM Co., Ltd.",07/08/2021,2223,$39.99,12.28K,2.58K
Swords of Legends Online,Gameforge 4D GmbH,07/09/2021,322,$0,3.9K,1.94K
F1 2021,Electronic Arts,07/15/2021,3906,$0,30.15K,5.06K
Mini Motorways,Dinosaur Polo Club,07/20/2021,334,$9.99,17.22K,733
Death's Door,Devolver Digital,07/20/2021,424,$19.99,13.83K,940
Orcs Must Die! 3,Robot Entertainment,07/23/2021,662,$29.99,9.96K,1.73K
Hell Let Loose,Team17,07/27/2021,843,$44.99,91.28K,19.98K
Tribes of Midgard,Gearbox Publishing,07/27/2021,333,$19.99,15.34K,4.67K
Clone Drone in the Danger Zone,Doborog Games,07/27/2021,500,$19.99,24.69K,788
HighFleet,MicroProse Software,07/27/2021,500,$29.99,4.94K,639
Chernobylite Enhanced Edition,The Farm 51,07/28/2021,396,$29.99,9.76K,1.99K
FINAL FANTASY,Square Enix,07/28/2021,785,$11.99,4.92K,299
The Ascent,Curve Games,07/29/2021,287,$29.99,14.81K,5.03K
Paint the Town Red,South East Games,07/29/2021,298,$19.99,23.4K,1.05K
Death Trash,Crafting Legends,08/05/2021,451,$19.99,3.06K,158
Bless Unleashed,VALOFE,08/06/2021,114,$0,15.79K,14.44K
Library Of Ruina,ProjectMoon,08/10/2021,995,$29.99,22.52K,1.73K
NARAKA: BLADEPOINT,NetEase Games Global,08/11/2021,778,$0,158.18K,74.45K
Car Mechanic Simulator 2021,PlayWay S.A.,08/11/2021,1814,$24.99,21.18K,903
Road 96 ,Digixart,08/16/2021,421,$19.96,14.32K,1.34K
HUMANKIND,SEGA,08/17/2021,734,$49.99,16.11K,7.76K
Twelve Minutes,Annapurna Interactive,08/19/2021,246,$24.99,4.84K,1.78K
Aliens: Fireteam Elite,Cold Iron Studios,08/23/2021,287,$29.99,16.4K,4.2K
Super Animal Royale,Modus Games,08/26/2021,85,$0,36.3K,2.38K
Townscaper,Raw Fury,08/26/2021,22,$5.99,18.63K,789
Cookie Clicker,Playsaurus,09/01/2021,8721,$4.99,54.32K,1.66K
Pathfinder: Wrath of the Righteous - Enhanced Edition,META Publishing,09/02/2021,3348,$39.99,25.84K,5.13K
Rec Room,Rec Room,09/02/2021,114,$0,53.35K,5.31K
Tales of Arise,Bandai Namco Entertainment,09/09/2021,1805,$39.99,28K,3.48K
NBA 2K22,2K,09/09/2021,13341,$59.99,22.43K,16.12K
Webbed,Sbug Games,09/09/2021,341,$9.99,11.46K,278
Life is Strange: True Colors,Square Enix,09/09/2021,713,$59.99,11.27K,1.24K
FOREWARNED,Dreambyte Games,09/10/2021,310,$12.99,4.7K,445
